"HTTPS is required to use the Amazon button on the cart page.", "Se necesita HTTPS para utilizar el bot&oacute;n de Amazon en la p&aacute;gina de la cesta."
"Display as Payment Option", "Mostrar como opci&oacute;n de pago"
"Add pay button under ""Payment Information"" during checkout. (Recommended flow is to display button before user enters billing and shipping information.)", "A&ntilde;adir bot&oacute;n para pagar en ""Informaci&oacute;n de pago"" durante el pago. (El flujo recomendado es mostrar el bot&oacute;n antes de que el usuario acceda a la informaci&oacute;n de facturaci&oacute;n y env&iacute;o.)"
"Asynchronous Mode", "Modo as&iacute;ncrono"
"In asynchronous mode, the payment is returned as a Pending status instead of an immediate Open or Declined status. Customers will need to be notified of a Declined status.", "En el modo as&iacute;ncrono,"," el pago aparece con el estado Pendiente en lugar de Abierto o Rechazado al momento. Se deber&aacute; notificar a los clientes del estado Rechazado."
"Button Style", "Estilo del bot&oacute;n"
"Button Label", "Etiqueta del bot&oacute;n"
"Button Color", "Color del bot&oacute;n"
"Button Size", "Tama&ntilde;o del bot&oacute;n"
"Display Acceptance Badge", "Mostrar emblema de aceptaci&oacute;n"
"Display ""Amazon Payments"" acceptance mark in right sidebar.", "Mostrar marca de aceptaci&oacute;n de ""Amazon Payments"" en la barra lateral derecha."
"Save API responses to Magento log", "Guardar respuestas de API en el registro de Magento"
"Restrict by IP", "Restringir por IP"
"Display to only whitelisted IPs found in Developer -> Developer Client Restrictions", "Mostrar s&oacute;lo a las IP seguras encontradas en Desarrollador -> Restricciones de cliente de desarrolladores"
