"To complete your Amazon Payments configuration, please set up <a href=""https://sellercentral.amazon.com/"" taget=""_blank"">your account</a> and add the API credentials <a href=""%s"">here</a>.", "Per completare la configurazione di Amazon Payments, crea un <a href=""https://sellercentral.amazon.com/"" taget=""_blank"">conto</a> e aggiungi le credenziali API <a href=""%s"">qui</a>."
"Error: Please verify your Seller ID (alphanumeric characters only).", "Errore: verifica il tuo numero venditore (solo caratteri alfanumerici)."
"All of your Amazon API keys are correct.", "Tutte le tue chiavi API Amazon sono corrette."
"The Amazon MWS Access Key is incorrect.", "La chiave di accesso di Amazon MWS non &egrave; corretta."
"The Amazon MWS Secret Key is incorrect.", "La chiave segreta di Amazon MWS non &egrave; corretta."
"The Amazon Seller/Merchant ID is incorrect.", "Il numero venditore Amazon non &egrave; corretto."
"The Amazon Seller/Merchant ID does not match the MWS keys provided.", "Il numero venditore di Amazon non corrisponde alle chiavi MWS fornite."
"Gold", "Oro"
"Dark Gray", "Grigio scuro"
"Light Gray", "Grigio chiaro"
"Pay", "Paga"
"Amazon logo", "Logo Amazon"
"Small", "Piccolo"
"Medium", "Medio"
"Large", "Grande"
"X-large", "Molto grande"
"Magento Core OnePage Checkout", "Modulo principale One Page Checkout Magento"
"Amazon Standalone Checkout in a Modal Window", "Checkout indipendente Amazon in una finestra modale"
"Amazon Standalone Checkout", "Checkout indipendente Amazon"
"Language", "Lingua"
"Region", "Area geografica"
"Seller/Merchant ID", "Numero venditore"
"MWS Access Key", "Chiave di accesso MWS"
"MWS Secret Key", "Chiave segreta MWS"
"Checkout Configuration", "Configurazione checkout"
"Checkout Page Type", "Tipo pagina checkout"
"Show Pay with Amazon Button on Cart", "Mostra pulsante Paga con Amazon nel carrello"
"Pop-up must be set to ""No"" under Customers->Login with Amazon.", "Il popup deve essere impostato su ""No"" in Clienti->Accedi con Amazon."
"Only applies when OnePage Checkout is used, otherwise button is always shown.", "Si applica solo quando &egrave; utilizzato One Page Checkout, altrimenti il pulsante viene sempre visualizzato."
"Secure Cart Page", "Pagina carrello sicuro"
"HTTPS is required to use the Amazon button on the cart page.", "Per utilizzare il pulsante Amazon nella pagina del carrello, &egrave; necessario il protocollo HTTPS."
"Display as Payment Option", "Visualizza come opzione di pagamento"
"Add pay button under ""Payment Information"" during checkout. (Recommended flow is to display button before user enters billing and shipping information.)", "Aggiungi il pulsante di pagamento in ""Informazioni sul pagamento"" durante il checkout. (&Egrave; consigliabile che il pulsante venga visualizzato prima che l'utente immetta le informazioni di fatturazione e spedizione.)"
"Asynchronous Mode", "Modalit&agrave; asincrona"
"In asynchronous mode, the payment is returned as a Pending status instead of an immediate Open or Declined status. Customers will need to be notified of a Declined status.", "In modalit&agrave; asincrona, il pagamento viene restituito con stato In sospeso anzich&eacute; Aperto o Rifiutato. Ai clienti dovr&agrave; essere inviata notifica di un pagamento rifiutato."
"Button Style", "Stile pulsante"
"Button Label", "Etichetta pulsante"
"Button Color", "Colore pulsante"
"Button Size", "Dimensione pulsante"
"Display Acceptance Badge", "Visualizza simbolo di accettazione"
"Display ""Amazon Payments"" acceptance mark in right sidebar.", "Visualizza contrassegno di accettazione ""Amazon Payments"" nella barra laterale destra."
"Save API responses to Magento log", "Salva risposte API nel registro Magento"
"Restrict by IP", "Applica restrizioni per IP"
"Display to only whitelisted IPs found in Developer -> Developer Client Restrictions", "Visualizza solo per gli IP consentiti in Sviluppatore -> Restrizioni client sviluppatori"
